Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Lassa fever (arenaviruses) as a public health problem,"Fabiyi, A.","Two ""new"" virus infections, Marburg and Lassa fever, now constitute diseases of public health importance in several countries of Africa, especially West Africa. Lassa fever has an insidious onset, is initially difficult to diagnose, has ""nonspecific"" clinical symptoms which have been confused with yellow fever and typhoid, shows evidence of persistent infection, is tremendously contagious, has a high mortality rate, and in particular exhibits unusual nosocomial propensity. It has also been shown to be the cause of premature births and spontaneous abortions in pregnant women. The virus is transmitted by the respiratory route and by direct contact with contaminated materials. Persistent complement-fixing antibodies have been demonstrated in patients recovered from the disease. The causative agent, a member of the arenavirus group, is known to be enzootic in rodents, especially Mastomys natalensis.",1976,1976,Bulletin of the Pan American Health Organization,10,4,335-7,MEDLINE:1026322,,,#995,Fabiyi 1976,"Exclusion reason: 6 not original estimates/ primary data; David Jorgensen (2019-03-29 02:38:54)(Screen): incubation and shedding but w/o primary reference
; David Jorgensen (2019-03-29 02:37:41)(Screen): http://iris.paho.org/xmlui/bitstream/handle/123456789/27639/ev10n4p335.pdf?sequence=1&isAllowed=y; ",""
"Lassa Fever (Lf) and Marburg Disease (Mvd) - Occurrences, Origins and Diagnoses","Ethelwald, E. V.",,1978,1978,Royal Society of Health Journal,98,4,150-152,WOS:A1978FM19900006,,,#1001,Ethelwald 1978,"Exclusion reason: 7 not peer reviewed; Kelly Charniga (2019-10-31 20:40:24)(Select): perspective, exclude; David Jorgensen (2019-10-24 20:57:07)(Select): can't access full text; ",""
Viral Hemorrhagic Fevers,"Emond, R. T. D.",,1986,Sep,Journal of Infection,13,2,103-106,WOS:A1986D962300001,,,#1009,Emond 1986,Exclusion reason: 6 not original estimates/ primary data; ,""
Lassa Fever,"Emond, R. T. D.",,1980,1980,Royal Society of Health Journal,100,2,48-52,WOS:A1980JR07700002,,,#1011,Emond 1980,Exclusion reason: 6 not original estimates/ primary data; Natsuko Imai (2019-10-24 00:52:11)(Select): paper copy; Natsuko Imai (2019-03-27 23:21:17)(Screen): https://journals.sagepub.com/doi/abs/10.1177/146642408010000203; ,""
"Peridomestic rodents and Lassa fever virus infection of humans in urban and rural communities in Borno state, Nigeria","El-Yuguda, A. D.; Baba, S. S.; Aliyu, A. M.","The prevalence of peridomestic rodents and consumption of their meat as well as other human habits as possible risk factors for rodent to human transmission of Lassa fever virus (LFV) in rural and urban communities in Borno state, Nigeria was investigated. A structured questionnaire was administered to each household to determine the human-rodent contacts, while the prevalence of LFV antibody in rodents was evaluated by complement fixation (CF) test. The most frequent medical complaints among the respondents in the rural settlements were those of severe headache, backache and febrile illness with permanent or temporary hearing defects. The urban respondents reported more of sore throat, cough and epigastric pain. More rural respondents hunt for and eat rodent meat and leave their foodstuff open when compared to the same habits among urban respondents. Respondents from both communities reported higher rodent activities at night and during the dry season. A high prevalence of CF antibodies against LFV was detected among the rodent sera tested. Thirty six (55%) out of the 65 positive sera had high titers ranging from 1:32 to 1:256. A relatively lower number (33%) of sera from Rattus rattus had high CF antibody titers (=1:32) when compared to the Rattus norvegicus (57%) and Cricetomys gambianus (79%) species. The results of this study further emphasize the importance of rodents in the maintenance and spread of LFV infection in the study areas.",2009,2009,Nigerian Veterinary Journal,30,2,65-70,CABI:20103017838,,,#1013,El-Yuguda 2009,Exclusion reason: 5 no report of parameters ; ,Seasonality; Seroprevalence in animals
Lassa fever or lassa hemorrhagic fever risk to humans from rodent-borne zoonoses,"El-Bahnasawy, Mamdouh M.; Megahed, Laila Abdel-Mawla; Abdalla Saleh, Hala Ahmed; Morsy, Tosson A.","Viral hemorrhagic fevers (VHFs) typically manifest as rapidly progressing acute febrile syndromes with profound hemorrhagic manifestations and very high fatality rates. Lassa fever, an acute hemorrhagic fever characterized by fever, muscle aches, sore throat, nausea, vomiting, diarrhea and chest and abdominal pain. Rodents are important reservoirs of rodent-borne zoonosis worldwide. Transmission rodents to humans occur by aerosol spread, either from the genus Mastomys rodents' excreta (multimammate rat) or through the close contact with infected patients (nosocomial infection). Other rodents of the genera Rattus, Mus, Lemniscomys, and Praomys are incriminated rodents hosts. Now one may ask do the rodents' ectoparasites play a role in Lassa virus zoonotic transmission. This paper summarized the update knowledge on LHV; hopping it might be useful to the clinicians, nursing staff, laboratories' personals as well as those concerned zoonoses from rodents and rodent control.",2015,2015-Apr,Journal of the Egyptian Society of Parasitology,45,1,61-70,MEDLINE:26012219,,,#1017,El-Bahnasawy 2015,Exclusion reason: 8 No full text; Natsuko Imai (2019-10-24 19:46:10)(Select): full text not available from library exclude; ,""
"Management of a Lassa fever outbreak, Rhineland-Palatinate, Germany, 2016","Ehlkes, Lutz; George, Maja; Samosny, Gerhard; Burckhardt, Florian; Vogt, Manfred; Bent, Stefan; Jahn, Klaus; Zanger, Philipp","Due to rapid diagnosis and isolation of imported cases, community outbreaks of viral haemorrhagic fevers (VHF) are considered unlikely in industrialised countries. In March 2016, the first documented locally acquired case of Lassa fever (LF) outside Africa occurred, demonstrating the disease's potential as a cross-border health threat. We describe the management surrounding this case of LF in Rhineland-Palatinate - the German federal state where secondary transmission occurred. Twelve days after having been exposed to the corpse of a LF case imported from Togo, a symptomatic undertaker tested positive for Lassa virus RNA. Potential contacts were traced, categorised based on exposure risk, and monitored. Overall, we identified 21 contact persons with legal residency in Rhineland-Palatinate: seven related to the index case, 13 to the secondary case, and one related to both. The secondary case received treatment and recovered. Five contacts were quarantined and one was temporarily banned from work. No further transmission occurred. Based on the experience gained during the outbreak and a review of national and international guidelines, we conclude that exposure risk attributable to corpses may currently be underestimated, and we present suggestions that may help to improve the anti-epidemic response to imported VHF cases in industrialised countries.",2017,Sep 28,Eurosurveillance,22,39,24-31,WOS:000412080700005,,,#1028,Ehlkes 2017,Exclusion reason: 3 wrong pathogen / epi not main focus; ,""
"Clinical and Serological Evidence of Lassa Fever in Edo State, Nigeria","Ehichioya, D. U.; Omilabu, S.; Asogun, D. A.; Hass, M.; Gunther, S.",,2008,Dec,International Journal of Infectious Diseases,12,,E332-E332,WOS:000263287800833,,,#1030,Ehichioya 2008,"Exclusion reason: 7 not peer reviewed; David Jorgensen (2019-06-21 19:36:29)(Select): poster
; ",""
"Lassa Fever, Nigeria, 2005-2008","Ehichioya, Deborah U.; Hass, Meike; Oelschlaeger, Stephan; Becker-Ziaja, Beate; Chukwu, Christian O. Onyebuchi; Coker, Jide; Nasidi, Abdulsalam; Ogugua, Osi-Ogbu; Guenther, Stephan; Omilabu, Sunday A.",,2010,Jun,Emerging Infectious Diseases,16,6,1040-1041,WOS:000278164000034,,,#1031,Ehichioya 2010,Exclusion reason: 4 case report/study; David Jorgensen (2019-03-29 02:07:20)(Screen): Letters; ,""
Exotic Viral Diseases,"Dowdle, W. R.",,1980,1980,Yale Journal of Biology and Medicine,53,1,109-115,WOS:A1980JS15400013,,,#1048,Dowdle 1980,"Exclusion reason: 6 not original estimates/ primary data; Natsuko Imai (2019-03-27 21:44:50)(Screen): Marburg virus disease, Lassa fever, monkeypox, and Ebola virus diseases of humans have all been recognized since 1967. These are examples of some of the exotic virus diseases which through importation may present a potential public health problem in the United States. Some of these viruses are also highly hazardous to laboratory and medical personnel. This paper is a review of the general characteristics, the epidemiology, and laboratory diagnosis of the exotic viruses which have been described during the last 25 years.; ",review
Fluctuating rodent populations and risk to humans from rodent-borne zoonoses,"Davis, S.; Calvet, E.; Leirs, H.","The fluctuations in abundance of a wildlife reservoir are an attractive explanation for temporal variation in primary human cases of a zoonosis. This is because high abundance may lead to more contact between humans and animals, but also to outbreaks of disease within the reservoir population. We propose a mathematical framework that sets out the consequences of correlation between reservoir abundance and reservoir prevalence for how numbers of human cases are related to reservoir abundance. The fluctuations of rodent populations are well studied and often dramatic. A review of field studies of rodent reservoirs for plague, hantaviruses, and other zoonoses shows that, at a seasonal time scale, a positive correlation between host abundance and host prevalence is rarely observed. More commonly, there is an inverse relationship or negative correlation such that a seasonal increase in rodent abundance is not accompanied by a corresponding increase in the abundance of infectious animals. Seasonal changes in rodent abundance are hence unlikely to fully explain seasonal variation in primary human cases. The few longer field studies (>5 years) show a positive but delayed relationship between reservoir abundance and reservoir prevalence.",2005,Win,Vector-Borne and Zoonotic Diseases,5,4,305-314,WOS:000234778200001,,,#1072,Davis 2005,Exclusion reason: 3 wrong pathogen / epi not main focus; Natsuko Imai (2019-10-02 19:51:37)(Select): including for the foi model.; ,Prevalence in vectors; review
Lassa Fever,"Cummins, D.",,1990,Mar,British Journal of Hospital Medicine,43,3,186-+,WOS:A1990CW41000014,,,#1086,Cummins 1990,"Exclusion reason: 5 no report of parameters ; Natsuko Imai (2019-10-23 23:29:49)(Select): reviewish; Natsuko Imai (2019-10-23 23:29:34)(Select): paper copy; Natsuko Imai (2019-03-28 01:15:43)(Screen): Lassa fever is an acute viral illness which causes considerable morbidity and mortality in West Africa. The risk of importing the disease into the UK is small but real, and it continues to be a worldwide concern among public health officials. This article summarizes its epidemiology and clinical presentation, and discusses current theories of its pathogenesis.; ",""
Lassa fever,"Coyle, Amanda L.",,2016,2016-Jul,Nursing,46,7,69-70,MEDLINE:27333233,,,#1094,Coyle 2016,Exclusion reason: 6 not original estimates/ primary data; Natsuko Imai (2019-03-28 01:14:04)(Screen): https://insights.ovid.com/pubmed?pmid=27333233; ,""
"Use of filter paper-collected blood specimens in a sero-survey for antibodies to Lassa virus in Guinea, West Africa: Validation of the technique and epidemiologic findings","Coulibaly, M.; Goba, A.; Conde, N.; Bah, A.; Cire, M.; Tounkara, M.; Gborie, S.; Lamine, S. S.; Kanu, J.; Mahy, B.; Rollin, P. E.; Bausch, D. G.",,2000,March,American Journal of Tropical Medicine and Hygiene,62,3 Supplement,430-430,BCI:BCI200100014576,,,#1096,Coulibaly 2000,Exclusion reason: 7 not peer reviewed; Natsuko Imai (2019-10-24 19:41:57)(Select): exclude - conf abstract; ,""
"Lassa Fever, Marburg and Ebola Virus Diseases and Other Exotic Diseases - Is There a Risk to Canada","Clayton, A. J.",,1979,1979,Canadian Medical Association Journal,120,2,146-&,WOS:A1979GF47700016,,,#1119,Clayton 1979,Exclusion reason: 6 not original estimates/ primary data; David Jorgensen (2019-03-29 01:26:52)(Screen): has an early history with references; ,review
A Case of Lassa Fever Diagnosed at a Community Hospital-Minnesota 2014,"Choi, Mary J.; Worku, Shewangizaw; Knust, Barbara; Vang, Arnold; Lynfield, Ruth; Mount, Mark R.; Objio, Tina; Brown, Shelley; Griffith, Jayne; Hulbert, Deborah; Lippold, Susan; Ervin, Elizabeth; Stroher, Ute; Holzbauer, Stacy; Slattery, Wendolyn; Washburn, Faith; Harper, Jane; Koeck, Mackenzie; Uher, Carol; Rollin, Pierre; Nichol, Stuart; Else, Ryan; DeVries, Aaron","Background. In April 2014, a 46-year-old returning traveler from Liberia was transported by emergency medical services to a community hospital in Minnesota with fever and altered mental status. Twenty-four hours later, he developed gingival bleeding. Blood samples tested positive for Lassa fever RNA by reverse transcriptase polymerase chain reaction. Methods. Blood and urine samples were obtained from the patient and tested for evidence of Lassa fever virus infection. Hospital infection control personnel and health department personnel reviewed infection control practices with health care personnel. In addition to standard precautions, infection control measures were upgraded to include contact, droplet, and airborne precautions. State and federal public health officials conducted contract tracing activities among family contacts, health care personnel, and fellow airline travelers. Results. (T)he patient was discharged from the hospital after 14 days. However, his recovery was complicated by the development of near complete bilateral sensorineural hearing loss. Lassa virus RNA continued to be detected in his urine for several weeks after hospital discharge. State and federal public health authorities identified and monitored individuals who had contact with the patient while he was ill. No secondary cases of Lassa fever were identified among 75 contacts. Conclusions. Given the nonspecific presentation of viral hemorrhagic fevers, isolation of ill travelers and consistent implementation of basic infection control measures are key to preventing secondary transmission. When consistently applied, these measures can prevent secondary transmission even if travel history information is not obtained, not immediately available, or the diagnosis of a viral hemorrhagic fever is delayed.",2018,Jul,Open Forum Infectious Diseases,5,7,,WOS:000440953400002,,,#1124,Choi 2018,Exclusion reason: 4 case report/study; ,""
