,Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,perg_abstract_result,perg_fulltext_result
1146,Non-neutralizing antibodies elicited by recombinant Lassa-Rabies vaccine are critical for protection against Lassa fever,"Abreu-Mota, Tiago; Hagen, Katie R.; Cooper, Kurt; Jahrling, Peter B.; Tan, Gene; Wirblich, Christoph; Johnson, Reed F.; Schnell, Matthias J.","Lassa fever (LF), caused by Lassa virus (LASV), is a viral hemorrhagic fever for which no approved vaccine or potent antiviral treatment is available. LF is a WHO priority disease and, together with rabies, a major health burden in West Africa. Here we present the development and characterization of an inactivated recombinant LASV and rabies vaccine candidate (LASSARAB) that expresses a codon-optimized LASV glycoprotein (coGPC) and is adjuvanted by a TLR-4 agonist (GLA-SE). LASSARAB elicits lasting humoral response against LASV and RABV in both mouse and guinea pig models, and it protects both guinea pigs and mice against LF. We also demonstrate a previously unexplored role for non-neutralizing LASV GPC-specific antibodies as a major mechanism of protection by LASSARAB against LF through antibody-dependent cellular functions. Overall, these findings demonstrate an effective inactivated LF vaccine and elucidate a novel humoral correlate of protection for LF.",2018.0,Oct 11,Nature Communications,9,,,WOS:000447075700011,,,#1459,Abreu-Mota 2018,,Vaccine,EXCLUDE,EXCLUDE
1147,Structural basis for receptor recognition by New World hemorrhagic fever arenaviruses,"Abraham, Jonathan; Corbett, Kevin D.; Farzan, Michael; Choe, Hyeryun; Harrison, Stephen C.","New World hemorrhagic fever arenaviruses are rodent-borne agents that cause severe human disease. The GP1 subunit of the surface glycoprotein mediates cell attachment through transferrin receptor 1 (TfR1). We report the structure of Machupo virus (MACV) GP1 bound with human TfR1. Atomic details of the GP1-TfR1 interface clarify the importance of TfR1 residues implicated in New World arenavirus host specificity. Analysis of sequence variation among New World arenavirus GP1s and their host-species receptors, in light of the molecular structure, indicates determinants of viral zoonotic transmission. Infectivities of pseudoviruses in cells expressing mutated TfR1 confirm that contacts at the tip of the TfR1 apical domain determine the capacity of human TfR1 to mediate infection by particular New World arenaviruses. We propose that New World arenaviruses that are pathogenic to humans fortuitously acquired affinity for human TfR1 during adaptation to TfR1 of their natural hosts.",2010.0,Apr,Nature Structural & Molecular Biology,17,4,438-U76,WOS:000276416800011,,,#1460,Abraham 2010,,,EXCLUDE,EXCLUDE
1148,"Brexit impacts, quitting coal and Lassa-fever outbreak",,,2019.0,2019-01,Nature,565,7741,540-541,MEDLINE:30700887,,,#1462,,,,EXCLUDE,EXCLUDE
1149,Lassa fever and global health security,,,2018.0,Apr,Lancet Infectious Diseases,18,4,357-357,WOS:000428231600005,,,#1463,,David Jorgensen (2019-03-29 04:57:28)(Screen): about the cdc; David Jorgensen (2019-03-29 04:57:18)(Screen): editorial; ,,EXCLUDE,EXCLUDE
1150,Calling the shots,,,2017.0,Mar,Lancet Respiratory Medicine,5,3,157-157,WOS:000396349300002,,,#1464,,,,EXCLUDE,EXCLUDE
1151,"20th International BioInformatics Workshop on Virus Evolution and Molecular Epidemiology, St. Augustine, Trinidad and Tobago, 9-14 August 2015",,"This supplement includes 76 abstracts presented at the workshop that aims to provide intensive training in the mathematical principles and computer applications used in the study of virus evolution and for conducting detailed molecular epidemiological investigations. The topics discussed are: phylogenetic inference; evolutionary hypothesis testing; large dataset analysis; computing large phylogenies; transmission chain investigation; molecular adaptation; visualization of large phylogenies with metadata; recombination and networks; and, virus analysis tools. The viruses described include rabies virus, Begomoviruses, enteroviruses, flavivirus, porcine reproductive and respiratory syndrome virus, T4-like myovirus, influenza viruses, feline calicivirus, infectious bronchitis viruses, herpesvirus papio 2 [Papiine herpesvirus 2], Bluetongue virus, epizootic haemorrhagic disease virus, human immunodeficiency viruses, dengue virus, chikungunya virus, Venezuelan equine encephalitis virus, hepatitis A virus, hepatitis B virus, hepatitis C virus, hepatitis delta virus, Lassa virus, sapovirus, norovirus, rotaviruses, arboviruses, Ebola virus, human papillomavirus 16, human metapneumovirus, Badnavirus and human echovirus 3.",2016.0,2016,Virus Evolution,2,Suppl. 1,S3-S20,CABI:20163303371,,,#1465,,,,EXCLUDE,EXCLUDE
1152,Special Issue: Vaccines for biodefense,,"This special issue contains 15 articles on the regulatory aspects, development, use and efficacy of vaccines to control ebola, Lassa fever, Middle East respiratory syndrome, anthrax, glanders, melioidosis, tularaemia, smallpox and other infectious human diseases.",2016.0,2016,Expert Review of Vaccines,15,9,1075-1234,CABI:20163306008,,,#1466,,,,EXCLUDE,EXCLUDE
1153,Epidemic focus: Lassa Fever,,,2016.0,2016-May-27,Releve epidemiologique hebdomadaire,91,21,265-6,MEDLINE:27236868,,,#1467,,,,EXCLUDE,EXCLUDE
1154,Special Section: Rodent biology and management,,"This section presents four papers which focused on rodent biology and management. Topics include: host evolution in Mastomys natalensis (Rodentia: Muridae): An integrative approach using geometric morphometrics and genetics; integrating small mammal community variables into aircraft-wildlife collision management plans at Namibian airports; distribution and ecology of lesser pouched rat, Beamys hindei, in Tanzanian coastal forests; and social dominance-related major urinary proteins and the regulatory mechanism in mice.",2015.0,2015,Integrative Zoology,10,6,505-554,CABI:20163032361,,,#1468,,"Natsuko Imai (2019-03-29 01:36:16)(Screen): entire subsection of journal -- not a single paper.
https://onlinelibrary.wiley.com/toc/17494877/2015/10/6; ",,EXCLUDE,EXCLUDE
1155,Allergy to IXIARO and BIKEN Japanese Encephalitis Vaccines Response,,,2013.0,Jan-Feb,Journal of Travel Medicine,20,1,63-63,WOS:000312887200014,,,#1470,,,,EXCLUDE,EXCLUDE
1156,The Biggest Year in the History of the Kitchen,,,2012.0,Dec,Smithsonian,43,8,57-+,WOS:000312690500017,,,#1471,,,,EXCLUDE,EXCLUDE
1157,Change in blood test after irradiation with high doses for inactivation of Lassa virus,"Eberlein, K.; Hintereder, G.; Schilling, S.; Roedel, C.; Jueling-Pohlit, L.","In 2006 we had a patient with Lassa fever in the University Hospital of Frankfurt. To insure a short turn-around time from the laboratory, it was necessary to have blood which was not contaminated with viruses. One method of achieving this is by irradiating the blood with high doses of ionising radiation. Inactivation of arena viruses requires doses between 12 kGy and 20 kGy, depending on temperature. In this study we investigated if plasma and serum parameters are changed by irradiation with 5 kGy, 10 kGy, 15 kGy, 20 kGy or 40 kGy of 10 MeV electrons. For the 22 serum parameters measured there was no influence of radiation up to 20 kGy. Only at 40 kGy was a significant decrease noted. For the six plasma parameters the values were significantly dose dependent. To correct this a mathematical function was defined. It is possible to inactivate Lassa virus with high doses of radiation. Most of the measured blood values don't change. For those which were influenced it was possible to define a mathematical function.",2009.0,Sep,European Journal of Clinical Microbiology & Infectious Diseases,28,9,1155-1157,WOS:000270430300019,,,#1472,Eberlein 2009,,,EXCLUDE,EXCLUDE
1158,Comparative-Assessment of Antiviral Efficacy of Virasol and Ribamydil in Experimental Lassa Fever in Monkeys,"Dvoretskaya, V. I.; Evseev, A. A.; Bogatikov, G. V.; Pshenichnov, V. A.",,1990.0,Mar-Apr,Voprosy virusologii,35,2,151-152,WOS:A1990DA98600020,,,#1477,Dvoretskaya 1990,,Duplicate,EXCLUDE,EXCLUDE
1159,Lifecycle modelling systems support inosine monophosphate dehydrogenase (IMPDH) as a pro-viral factor and antiviral target for New World arenaviruses,"Dunham, Eric C.; Leske, Anne; Shifflett, Kyle; Watt, Ari; Feldmann, Heinz; Hoenen, Thomas; Groseth, Allison","Infection with Junin virus (JUNV) is currently being effectively managed in the endemic region using a combination of targeted vaccination and plasma therapy. However, the long-term sustainability of plasma therapy is unclear and similar resources are not available for other New World arenaviruses. As a result, there has been renewed interest regarding the potential of drug-based therapies. To facilitate work on this issue, we present the establishment and subsequent optimization of a JUNV minigenome system to a degree suitable for high throughput miniaturization, thereby providing a screening platform focused solely on factors affecting RNA synthesis. Using this tool, we conducted a limited drug library screen and identified AVN-944, a non-competitive inosine monophosphate dehydrogenase (IMPDH) inhibitor, as an inhibitor of arenavirus RNA synthesis. We further developed a transcription and replication competent virus-like particle (trVLP) system based on these minigenomes and used it to screen siRNAs against IMPDH, verifying its role in supporting arenavirus RNA synthesis. The antiviral effect of AVN-944, as well as siRNA inhibition, on JUNV RNA synthesis supports that, despite playing only a minor role in the activity of ribavirin, exclusive IMPDH inhibitors may indeed have significant therapeutic potential for use against New World arenaviruses. Finally, we confirmed that AVN-944 is also active against arenavirus infection in cell culture, supporting the suitability of arenavirus lifecycle modelling systems as tools for the screening and identification, as well as the mechanistic characterization, of novel antiviral compounds.",2018.0,Sep,Antiviral Research,157,,140-150,WOS:000442709300016,,,#1479,Dunham 2018,,,EXCLUDE,EXCLUDE
1160,Poster presentations: Various pathologies,,"This journal section contains briefs on different aspects of human diseases and public health. Twenty-eight summaries on various medical topics are presented. These include the following: emergency services in Mali; epidemiology and management of encephalopathies, causes of death, neoplasms, rapid diagnosis of malaria, nosocomial infections in Dakar, Senegal; cases of gastroduodenal tuberculosis; post traumatic stress syndrome as an adverse effect of mefloquine prophylaxis; orchi-epididymitis cases in travellers caused by different agents; in vitro sensitivity, diagnosis and treatment of Plasmodium falciparum malaria; emerging ESBL-Escherichia coli infection in travellers; HIV/AIDS, homosexuality and sexual behaviour in Africa and Ivory Coast; immune response to polyvalent vaccines administered in Congo Democratic Republic; imported typhoid and parathypoid fever; myocardial infarction; Chikungunya virus; virulence characteristics of dengue infection in France; anti-Lassa vaccine development; epidemiological surveillance of cholera in Cameroon; infectious pacnreatitis; and schistosomiasis control.",2011.0,2011,Revue Medecine Tropicale,71,4,402-416,CABI:20113319345,,,#1480,,,,EXCLUDE,EXCLUDE
1161,Viral hemorrhagic fevers caused by arenaviruses,,"This disease factsheet covers the importance, aetiology, geographical distribution, host range, transmission, disinfection, incubation period, clinical signs, communicability, postmortem lesions, diagnosis, morbidity, mortality, treatment and prevention of viral haemorrhagic fevers. [The CFSPH factsheets are periodically updated and the most recent versions can be found at http://www.cfsph.iastate.edu/DiseaseInfo].",2010.0,2010,Viral hemorrhagic fevers caused by arenaviruses,,,9 pp.-9 pp.,CABI:20083301750,,,#1481,,,,EXCLUDE,EXCLUDE
